auneta	agneta	3	11139
aunetta	agneta	0	11139
agnus	agnus	1	1
agrilius	agrilius	1	1
agrippina	agrippina	0	0
aili	aili	131	131
aina	aina	2777	2777
aini	aini	35	35
aino	aino	571	571
akaatta	akaatta	16	16
aksa	aksa	1	1
aku	aku	3	3
akusta	akusta	2	2
alaria	alaria	0	0
alarik	alarik	72	133
alaric	alarik	2	133
alrikki	alarik	0	133
alric	alarik	59	133
alarine	alarine	0	0
albert	albert	998	1114
albreht	albert	8	1114
alberth	albert	2	1114
ahlbert	albert	0	1114
ahlbrecht	albert	0	1114
alberto	albert	0	1114
albertimus	albert	0	1114
allbreet	albert	0	1114
alb	albert	1	1114
albertin	albert	2	1114
alber	albert	0	1114
albrect	albert	4	1114
albrecht	albert	52	1114
albrech	albert	0	1114
albreckt	albert	6	1114
albrehti	albert	2	1114
albrekt	albert	8	1114
allbert.	albert	0	1114
albr:	albert	0	1114
alpert	albert	6	1114
alperti	albert	0	1114
alpertti	albert	23	1114
alberg	albert	0	1114
alberti	albert	0	1114
albrcht	albert	0	1114
albregt	albert	2	1114
albertina	albertina	4611	4700
albertiina	albertina	11	4700
alberstina	albertina	0	4700
albestina	albertina	2	4700
aldertina	albertina	1	4700
arbertina	albertina	0	4700
albna	albertina	0	4700
albartina	albertina	1	4700
alberthina	albertina	31	4700
albetina	albertina	8	4700
albert:na	albertina	0	4700
alberta	albertina	2	4700
abertina	albertina	6	4700
alb:a	albertina	0	4700
allbertina	albertina	19	4700
abbertina	albertina	0	4700
albortina	albertina	1	4700
albrtina	albertina	2	4700
alpertina	albertina	1	4700
alberina	albertina	4	4700
alpertiina	albertina	0	4700
abert:a	albertina	0	4700
albinus	albinus	293	2230
albanus	albinus	49	2230
albin	albinus	1733	2230
albunus	albinus	0	2230
albina	albinus	36	2230
albim	albinus	0	2230
albion	albinus	0	2230
albuma	albinus	0	2230
albiin	albinus	2	2230
alpiin	albinus	51	2230
alpin	albinus	57	2230
alban	albinus	0	2230
alpiinus	albinus	0	2230
albiini	albinus	0	2230
albini	albinus	0	2230
alpiini	albinus	7	2230
albinn	albinus	1	2230
albinuz	albinus	0	2230
alpii	albinus	1	2230
aldur	aldur	0	0
aleksander	aleksander	1654	17596
aleksanteri	aleksander	499	17596
alexander	aleksander	14236	17596
alexsander	aleksander	90	17596
alexandes	aleksander	0	17596
alexandr	aleksander	8	17596
alexanders	aleksander	6	17596
aleksanter	aleksander	94	17596
alexievna	aleksander	1	17596
alex	aleksander	29	17596
alexand	aleksander	14	17596
alexa	aleksander	0	17596
alexad.	aleksander	0	17596
alexan	aleksander	1	17596
alexias	aleksander	0	17596
alexius	aleksander	172	17596
